ID,TARGET,TEXT,STANCE
348,IphoneSE,3288的价格买到6s的配置不错啦，iphone se翻译出来是iphone special edition吧,FAVOR
349,IphoneSE,盖世S4这个手机陪我了3年。不离不弃终于有退休的一天了。 新机iPhonese 等了你多久终于要出来了4寸机。3:31号回武汉并给小S4放回当初买你的盒子里。,NONE
350,IphoneSE,iPhone se简直是当初喜欢5s颜值的 但又觉得买老款各种不划算所以买了6的人的福音 简直爱不释手 方方的边框手感不要太好 虽然黄屏锁屏松动加上三星cpu三项俱全� 还是抵挡不住我的爱！可爱！,FAVOR
351,IphoneSE,价格很实在，能接受！,FAVOR
352,IphoneSE,从来没有如此的迫切的渴望iPhone出新款手机，小屏的手机。唉，也要考虑我们这些4.0的忠实用户啊！现在Siri动不动就跳出来，大大影响到我的日常使用了。,FAVOR
353,IphoneSE,还行吧！31号到的用了半个月我没发现有什么不好的地！可能运气问题，我这台是台积电芯片续航确实比三星的好,FAVOR
354,IphoneSE,全球财经新闻CNBC报道称，苹果新发布的小屏新机iPhoneSE在中国已经有了340万部的预订量。看来苹果的策略起到了效果，史上最便宜的iPhone SE成功激起了中国市场消费者的购买欲。在所有340万部iPhone SE中，最受欢迎的配色为玫瑰金以及金色两种配色。,NONE
355,IphoneSE,老子买了三天的iphonese突然发现光线传感器忽明忽暗的亮起了红灯！,AGAINST
356,IphoneSE,很满意，各方面都很好。有当年iOS6时4s的感觉,FAVOR
357,IphoneSE,感觉一点也不减低我们的逼格，扩大了消费群体了,FAVOR
358,IphoneSE,苹果4英寸新机iPhone SE已经正式发布，该机相当于将iPhone6s的配置装进了iPhone5s的机身，苹果像往常一样没有公布新机的运行内存，但据外媒BGR爆料称该机仅有1GB RAM,NONE
359,IphoneSE,保守的设计是为了更低的价格，激进的“芯”是为了在中端产品里更有竞争力。,FAVOR
360,IphoneSE,Iphone SE可能会成为Iphone5 、5s粉的心头好。因为它除了便于拿握的4寸机身，还有5s两倍的CPU和三倍的GPU，真真是5s的身，6s的心。而且售价很亲切，64G内存售价4088人民币。 比起之前的新机， 这可省了三分之一的肾哪 ,FAVOR
361,IphoneSE,我想众筹买iPhonese手机，有谁想要支持我的，以后有了钱，加倍奉还。说到做到～～～～～～ ,NONE
362,IphoneSE,Phone SE主要市场价格对比：欧洲仍最贵：美国 64GB 版和国行 16GB 版价格差不多，无论如何这也是有史以来最便宜的 iPhone 了。,FAVOR
363,IphoneSE,乔布斯死了之后，苹果已经没太多能令人期待的东西了，不然也不用出个SE来抢钱了，继续做好自己的逼格市场就好。我对SE的推出其实挺惊讶的，没想到苹果沦落到这一天。。,AGAINST
364,IphoneSE,说说我对iphone se的看法吧，苹果为什么把se和5s设计成一样的外观？是因为苹果想在发展中国家抢占更多的市场份额，而发展中国家又嫌的苹果太贵，没办法。设计新的手机又增加生产线成本，这样不利于压低价格，妥协之下才推出和iphone5s外观一样的iphone se。,AGAINST
365,IphoneSE,价格高没人买 印度iPhone SE备货少得可怜：看看我们中国市场，光是初期预订就突破 350 万台了。,NONE
366,IphoneSE,那么贵，4寸，垃圾，那么小玩游戏都玩不了，还有信号差得到死，万能钥匙又不能用，垃圾中的垃圾，千万不要买,AGAINST
367,IphoneSE,借用嬛嬛说的，辣鸡，也就iOS9.3可以，夜间模式,AGAINST
368,IphoneSE,一部iPhone的使用年限是3年，可是一个肾3年却长不出来。特别是隔三差五的再出个S系列，SE系列，不知道下一个是不是SEX系列。,NONE
369,IphoneSE,不管iPhoneSE怎么不招人待见，可是华为，中兴，vivo，oppo.等等这类大牌子手机，在外观上哪一个不是照着苹果做的，都没有自己的特点。,FAVOR
370,IphoneSE,第一次注意到，这iphone se唤醒屏幕后听筒左边的黑点成了幽幽红点，之前的iphone5怎么没注意到过？在周围环境很暗，屏幕亮度调低后会比较明显。我感觉被人监视了,AGAINST
371,IphoneSE,“iPhone SE卖不出去 小屏手机能崛起吗？,AGAINST
372,IphoneSE,看到一群人在喊iPhoneSE会血洗国产安卓中高端市场，想想也是醉了，血洗的理由有很多，比如处理器给力呀，外观也不差呀，其实很多人更喜欢小屏旗舰~没错呀，很多人喜欢5寸屏、4.7寸屏这些小屏旗舰，但SE放在如今这个时代明显就是个迷你屏啊~你喜欢迷你屏旗舰？,AGAINST
373,IphoneSE,用了不到一个月的SE，今中午就在蛋糕店门口，趁我掏伞的一会儿，被偷了，偷了，了。然后查找iPhone一直是离线。强烈建议iPhone应该关机也要密码，除非没电。,NONE
374,IphoneSE,为什么有人买5色呢？我感觉是倒退啊，别人6splus用的飞起，你还在用5，是不是有点怂？再说了，你拿个5色，谁她妈知道到底是5呢还是5s呢，还是5色呢[晕][晕][晕][晕][晕]反正都一样，没特色，没新意。,AGAINST
375,IphoneSE,用了三天，并不后悔。性价比十足，大屏手机握不住……,FAVOR
376,IphoneSE,Phone SE即将登陆印度 价格比中国贵很多：同样是新兴市场，也许这款苹果新手机在印度的市场表现不如中国。,NONE
377,IphoneSE,国内零售店iPhoneSE每天上架一小时后卖光：相反，iPhone SE在美国本土得到的回响似乎不是很大。,NONE
378,IphoneSE,16G偏小，64G太贵也不需要那么大，大小刚好 价格折中的32G从5S以后消失了，遗憾，不解。不支持SD扩展就罢了，霸道营销相差还这么贵。续航能力还是没多大提升，基本也要一天一充。,AGAINST
379,IphoneSE,用了几天最大的感觉就是流畅，运行速度快。以前用5s也没觉得慢，但是SE真的很快，所以一对比就感觉到了。总体性价比真的挺高。有需要的可以入手~,FAVOR
380,IphoneSE,就是太贵了不知道要买几个肾,AGAINST
381,IphoneSE,PhoneSE你们算是猜对了，要是IPhone7再像你们猜的那样我就打算投奔安卓了,AGAINST
382,IphoneSE,大圆脸 大圆脸 大圆脸，头发都遮不住了！不是说 iPhone SE 的像素有所提么，怎么感觉跟5S差不多,NONE
383,IphoneSE,保佑我不要买到三星cpu的iphone se 不要买到电源键松动的ihone se 不要买到黄屏的iphone se,AGAINST
384,IphoneSE,天辣，我的苹果se也是前天一下就被偷了，又用回了国产安卓机。我才用了十八天，发现手机没了的那一刻，觉得天都塌了，18天，太气了！,NONE
385,IphoneSE,到手了。黄屏，在考虑要不要换或者退,AGAINST
386,IphoneSE,才卖了十来天 况且买了6的人没理由回头买这个吧 只有我这种5仔党才会有兴趣,NONE
387,IphoneSE,是水逆了么？一大早iphone就不能打电话了啊！醉了！七点多等在移动面前补卡，和狗一样。是让我赶紧换se的节奏么？？？？,FAVOR
388,IphoneSE,我很惊讶居然还真有人买se,AGAINST
389,IphoneSE,来自IHS的数据显示，iPhone 6s Plus的制造成本为236美元，和iPhone SE相比增加了48%，然而这款大屏手机的定价高达749美元。从性价比角度分析，iPhone 6s Plus手机比iPhone SE价格高出了350美元，虽然制造成本只增加了48%，但是消费者却接受了88%的溢价。,NONE
390,IphoneSE,还可以，性价比很高，比起安卓系统很流畅，4寸很经典，但是指纹没有6s的3D强大。后续再看看，昨天刚到手，手感不错。,FAVOR
391,IphoneSE,"看到运存，曾经的我也和大家一样很失望，但是回过头来一想，苹果的设计师不是傻子，她们设计的1G内存肯定有他们的道理，肯定是够用，这是毫无疑问的。同时，要照顾到6S用户的心理阴影，如果在价格差距在两千的前提下，仅仅一个压感差异，会对旗舰有致命的打击，会让用户觉得6S严重的无性价比。从而导致旗舰产品价值下滑，这对苹果整体的性价比在用户心目中的地位会下降很多。如果内存1G，并保存流畅性。就能拉开距离。毕竟苹果6也是1G,起码在最近两年时间，苹果开发系统要充分考虑1G运存的机器。试想一下，如果2G运存也2500+的价格，苹果6怎么活？6S怎么活？尽管增加1G运存的生产成本并不高，但销售成本却大很多。这是一盘棋，一盘很大的棋。",AGAINST
392,IphoneSE,犹豫换什么手机中iPhone SE和5S都挺对我胃口的，5S只有16G版，SE又稍稍有点贵，都不算完美。况且换iPhone我还舍不下小米云里的大量数据至于换小米吧，米5太丑，米4用腻了，唯一一款好看的小米4S又只剩下土黄色，喜欢小米4S的骚紫色，可惜没得卖,NONE
393,IphoneSE,iPhone SE防水性能竟然十分出色，而苹果依然没把这当成一个卖点。。,NONE
394,IphoneSE,我对iPhone SE的看法其中一点和某些媒体一样，比iPhone 6s少花近两千块能换来80%体验，我是乐意买单的，还有你们纠结的“5s增强版”和“小屏必须死”对我并没有任何影响,FAVOR
395,IphoneSE,i5塞进i6的配置库克真会做生意！,AGAINST
396,IphoneSE,我也不否认这款新的iPhone没有多大的市场需求 只是为了喜欢小屏的人设计的 当作一种怀恋和一个等待iphone7的缓冲吧 苹果的设计比起国产机 还是处于完美的,FAVOR
397,IphoneSE,为了我的iPhonese努力,FAVOR
398,IphoneSE,完蛋.感觉iPhoneSE在中国市场又是5C的下场.完全就是5S外型,AGAINST
399,IphoneSE,昨天，iPhone SE正式开卖，温州市区人民路上的手机经销商均有现货，多数在官网价格基础上加价200元左右销售。业内人士表示，此次现货充足，所以加价幅度不大。话机世界等连锁卖场为了抢客源，昨天均以官网价销售现货。,NONE
400,IphoneSE,"在发布会上iphone se的出现,也算是毫无悬念。虽然回归4英寸小屏,但外观方面仍走着iphone5、6系列的老路。多多少少有黔驴技穷的感觉,走在大街上拿着iphone se,别人还以为是过时的5s,所以一般人买se 应该会选择玫瑰色,这样轻易的可以分辩出来。有些报道指出se拥有iPhone 6s 的配置和5s的外形,这句话只说对了一半,因为它没有3D touch的主流技术,指纹识别速度比6s慢一些,跟诺基亚的做法如出一辙,削减一些功能,尽管有些人认为它是史上最便宜的iphone手机,但是怎么看像是向国产手机靠拢,售价方面,虽然不需要割肾,但绝对不便宜。",AGAINST
401,IphoneSE,不少人都在讨论IPHONEse的“平庸”，苹果手机作为手机中的领头羊，无论是iOS系统还是手机设计都是极出色的，而脱胎于5、5s、6、6s的se即便是没有给人耳目一新的感觉，但至少我认为se在这个价位就设计，系统等来说应该是最出色的。,FAVOR
402,IphoneSE,三月苹果将举办春季发布会，其中最引人关注的产品是全新升级4吋新手机 iPhoneSE，综合多家外媒的最新消息，苹果这款新机，将不会使用陷入鸡肋争议的3D触屏技术。,NONE
403,IphoneSE,据外电报道，加拿大皇家资本市场（RBC Capital Markets）在对苹果供应链进行调查后预计，苹果即将上市的4英寸iPhone5SE在今年的出货量将达到1000万部,NONE
404,IphoneSE,iPhone SE的振动不浑实有杂音，国产千元机的即视感，绝逼用了5s的振动马达存货,AGAINST
405,IphoneSE,我刚刚换的se 不好用丢给男朋友了，但是的确不好用啊喂,AGAINST
406,IphoneSE,台湾凯基证券分析师郭明錤表示，iPhone 5se将与iPhone 6s和6s Plus一同销售，但价格肯定会远低于另外两款手机，具体定价在400至500美元(250至350英镑)之间。这意味着该手机的价格将低于iPhone 5s，后者目前起价为379英镑。在iPhone SE推出后，iPhone 5s的价格可能会下降一半左右。,NONE
407,IphoneSE,iPhone5SE又陷黄屏门：比iPhone5S还黄,AGAINST
408,IphoneSE,作为一款外观和功能都没有太大改变的产品，iPhone SE被认为是苹果进一步拓展中国市场的一种途径，其目标针对价格更为敏感的消费者。 ,NONE
409,IphoneSE,京东已经出现了各种预约，买买买的人比比皆是。,FAVOR
410,IphoneSE,出这样的机器，会不会是当初5s的边角料的变相处理？,AGAINST
411,IphoneSE,我觉得se挺好的呀 我就喜欢5s的外观，本来准备买5s的，结果出了这款内外结合得太合我意了 ,FAVOR
412,IphoneSE,一台 iPhone SE 暴露出 Apple 供应链无数内部机密,AGAINST
413,IphoneSE,iPhoneSE是最大的亮点吧，可惜它只是个过渡产品，毫无亮点,AGAINST
414,IphoneSE,好多人钟爱的5S！但是不满意5S的配置！现在iPhone SE 终于可以满足你的需求了，它有5S的外观，6S的配置，有4色可选！,FAVOR
415,IphoneSE,iphone最新價，5s和6s的結合版而已.. 機身就是你們以前用過的老5一模一樣， 價位自己看圖！,AGAINST
416,IphoneSE,单从软件质量就可以吊打安卓了，用过这两款系统的都知道,FAVOR
417,IphoneSE,个人认为苹果不会发布iphonese plus,NONE
418,IphoneSE,不敢买，单单从中国首发这一点就看出问题来了，国外都在回收旧苹果，回收的去哪里了，可能这一批就是，买了怕被坑，还是等7，或者买6s，贵也贵不了多少，万一买个全身有毛病的，用不了几天的，给自己找麻烦的，不如不买，怕闹心,AGAINST
419,IphoneSE,功能跟硬件没有提升，而且还是双核的，万一只剩下一核够使用吗，何德何能卖3200呢，卖2300就差不多了。,AGAINST
420,IphoneSE,我发现一个问题，你们帮我看看我逻辑是不是有点乱：我们在2013年，买到最新发布的 iPhone 5S ，开封完了激活使用，那种流畅的体验不正是和如今2016年发布的 iPhone SE 一模一样的吗。为什么5S会变卡？(即使还原重置) 为什么SE流畅？(和一三年的5S一样) 是不是厂商不更新软件手机就可以一直流畅下去？,NONE
421,IphoneSE,只想说能不能加个防水功能！iphone6掉水里就下岗了,AGAINST
422,IphoneSE,如此低投入高回报的大转盘活动怎可少了我！这不科学！拼人品的时候到了！转盘转起来，大奖快到碗里来！我参加了活动“果粉福利 抢拍iphoneSE 三色可选 货到即发”,FAVOR
423,IphoneSE,从特斯拉和iPhone看出产品特色很重要 先做出概念讲出逼格吸引到特定逼格用户 再激发出全民逼格 做出平民化的产品 那么说5SE还真是一款意义的产品了啊,FAVOR
424,IphoneSE,iPhoneSE用了一天的感受：物流牛逼到爆，10点就送到公司了。包装依然没有梯形口转接头，激活以后貌似联通信号比之前手机有点差。所以可能跟信号不稳和新机器大量装APP比的原因，导致掉电如尿崩，晚上到家只有30%了，拿到新机是90%+的。没用过5s，就是感觉好尼玛膈手…流畅程度绝逼牛逼，毕竟2G运存+A9,FAVOR
425,IphoneSE,千万不要买iphoneSE，买了两个，玫瑰金的相机不能用，土豪金的耳机不能用，难道是我人品爆差，两个都有问题，可是也说明手机本身有问题。请扩散周知，防止买到差的产品。 ,AGAINST
426,IphoneSE,用惯“大屏”手机就一定回不去了吗？对我来说答案是否定的。相反，“小屏”手机这久违的手感是“大屏”永远体会不到的。iPhone SE代表了IOS手机设备里的“小屏”典范。而对于安卓阵营来说，一款兼具性能与颜值的“小屏”典范会出自哪家之手呢？值得期待！,FAVOR
427,IphoneSE,我给你们个信息，新买的iphone se 刚才掉马桶里了，现在拿出来什么事儿都没有，吓死我了。,FAVOR
428,IphoneSE,那么iPhone SE到底是为谁而生呢？ 已经习惯大屏iPhone的人会买吗？ 已经习惯高端大屏安卓机型的人会买吗？ 已经习惯千元大屏安卓的人会多花两三倍的价钱买吗？ 已经用了三五年的小屏iPhone的人还会对4吋iPhone情有独钟吗？,AGAINST
429,IphoneSE,iPhone SE黄屏的问题，其实在之前的iPhone 5和iPhone 5S刚上市的时的情况如出一辙，并不算什么新鲜事儿～按照官方解释和以往的经验来看，这是粘合剂在干燥的过程中，会让屏幕出现发黄的现象。一般来说，这种情况在正常使用过程中慢慢消失。回头看看5、5S、5C就清楚了了。SE的按键松动倒是确实存在的,NONE
430,IphoneSE,苹果iPhone SE即将发布，业界预计其售价将是3688元，如此的话这将是必然的陪衬，因为在这个价格段有iPhone 6这款热卖的产品，相比较之下iPhone SE的卖点并不多，然而其4寸屏却未必是大家喜欢的尺寸,NONE
431,IphoneSE,已用两周，满意，尤其电池续航！,FAVOR
432,IphoneSE,手机是用来通讯的，苹果在中国倒成了“炫富”的道具。说到炫富，大多数也就是没富才有必要拿来“炫”，这个全民互联网的时代，人们最需要的就是自我的独立意识，经过大脑的辨别能力。,AGAINST
433,IphoneSE,说实话这手机一丁点吸引力都没有，我是一个等一夜都要等到看了发布会才睡的人，这货我压根就没注意他，只是知道他发布了，现在来看看 是个啥子，看样子和预料的一样,AGAINST
434,IphoneSE,主要看屏幕大小需求了，这是最大差别，操作和续航是se的优势，如果对手机的功能性要求不强，se倒是不错的选择。ps.用着最爽的其实是touch,FAVOR
435,IphoneSE,IPhone SE真是小屏手机爱好者的救星，幸好还没买Z5P充值信仰，5S终于可以换掉了。,FAVOR
436,IphoneSE,所有说iphone se 卖不好的人很可能会大跌眼镜了。。因为所有人都低估了价格的力量。3288的iphone吸引力不言而喻。,FAVOR
437,IphoneSE,很受欢迎，还有以旧换新,FAVOR
438,IphoneSE,到底入手哪个呢，因为之前有使用iphone的经历，所以还是认为安卓手机比较好用，但是安卓没有小屏手机，对使用大屏手机还是不太适应，摩托罗拉X极的外形真心不错，但屏幕太大，影响了手感，相对说iphone se的手感肯定要好，但还是用着不太习惯，要是X极有mini版的就好了，也想使用下摩托罗拉的手机。,NONE
439,IphoneSE,从近日来供应短缺的情况来看，iPhone SE的市场反映并不像外界所想象的那样糟糕。因为这名分析师预测，今年iPhone SE在全球范围内的总销量可达到1500万部,FAVOR
440,IphoneSE,iPhone SE的PP壳工厂已经出货了，明天买台SE测试一下先，手里没4寸机。睡觉了，又要生病了…,NONE
441,IphoneSE,我实在看不懂苹果为啥要做4寸的iPhone，你们一个个嚷着要小屏小瓶，说的好像只要出了你们都会买一样,AGAINST
442,IphoneSE,问:现如今性价比最高的手机是什么？当然是自负iPhone了！今天买一部iPhonese，第二天即可获得me iPhono，te iPhones，se iPhone，nos iPhonemos，os iPhoneís，se iPhonen.....六部手机,NONE
443,IphoneSE, 喜欢金属壳+小屏幕的5s外形，6、6s和三星的圆角一样难看，4寸，2G运存，64GB存储，1200万像素，NFC功能，IOS系统，A9处理器，我需要的都齐了，至于3D touch和海拔啥的对我来说只是摆设，而且选择我喜欢的深空灰色，不需要用玫瑰金装逼。期待收货。,FAVOR
444,IphoneSE,反正64G 4000块是完全不考虑的， 现在6S港16g 原封拿货价才4300，虽然很喜欢SE 反正现在是没那么傻会买,AGAINST
445,IphoneSE,7mm边框吗？你在逗我，用惯大屏手机的人很难再回到小屏，现在喜欢用小屏幕的人极其的少，感觉苹果要失败！,AGAINST
446,IphoneSE,美国通过苹果6抢走中国手机高端市场，难道拱手让出或被剥夺拥有全部中国手机制造业的中低端市场份额！怎么办？针对强大的苹果手机，我有一[科技小妙招]让中国手机守着一方市场！我需马上投入资金把它搞出来并适合中国所有手机！,NONE
447,IphoneSE,苹果发布会再一次定义什么叫旗舰手机。原来升级一下3年前机型的配置，并且加上一个妹子喜欢的配色，就能称之为地表最强4英寸手机了！！！,AGAINST
448,IphoneSE,iPhone5 SE 一出来，对国内那些总想进军「高端」（主要是价格高）的厂商简直是当头一棒。同样三千块，我买你「高端」的 vivo 还是 OPPO 还是小米 5 高配版呢？,FAVOR
449,IphoneSE,完全不担心它的质量啊。i5的时候摔的屏幕都碎完了，完全不能显示，外壳也掉了……仍然可以连接电脑备份资料。,FAVOR
450,IphoneSE,4月22日消息，苹果下调了旗下iPhone SE/6/6s在日本的售价，降价幅度达10%,NONE
451,IphoneSE,日版iPhone全线大降价！iPhoneSE比国行便宜15％,NONE
452,IphoneSE,iPhone SE的Sim卡针和以前的造型有所不同，更像是一根曲别针。,NONE
453,IphoneSE,有人用苹果是为了装叉，可是有的人却看中了性能，6给妈妈用，自己定了一台se，喜欢小屏幕，银色的，为什么要让别人看是5还是se，有什么用吗？幼稚,FAVOR
454,IphoneSE,玩了半下午突然想起跑个分。还不错。,FAVOR
455,IphoneSE,发现iPhoneSE出现的最大好处就是我的5s又能有新的手机壳带了,NONE
456,IphoneSE,当地时间4月4日，美国分析公司Localytics发布的最新数据显示，iPhone SE上市后第一个周末的销量，在所有iPhone机型总销售量中所占比例仅为0.1%。至于原因......和5s太像，不能愉快地装X？大家都不爱小屏手机了？你觉得呢,NONE
457,IphoneSE,希望大家都不买iphonese这样发售了就没人和我抢了！最喜欢小手机，回归5s的大小我简直不能太嗨皮。。。是我这样手小又是手机克星的人的绝配啊！！！,FAVOR
458,IphoneSE,苹果iPhone SE最近传出市场反应热络，使得下半年将推出的iPhone 7更深受期待，近来有分析师拜访大陆的苹果供应链后透露，iPhone 7可望从7月开始生产,NONE
459,IphoneSE,看到6说丑，还是5s漂亮，现在人家SE一刀不改还升级配置，价格还比塑料5c便宜，你们现在又说SE丑还有黑边，你们要是嫌贵就说嘛，大家都一样，说出来没什么不好意思的。（反正你们边骂边买。,NONE
460,IphoneSE,iPhone 6是个尴尬的存在，iPhone SE性能和功能上都和iPhone 6s旗鼓相当了，价格比Apple官方在售的iPhone 6还要低   ,AGAINST
461,IphoneSE,#iPhoneSE# 的电源键/锁屏键 好松啊。一晃直响，同事买的也这样，是都这样么…,AGAINST
462,IphoneSE,Iphone SE的A9希望不要是降频的，如果是2GB内存，真的就可以买买买了。,AGAINST
463,IphoneSE,iPhone前段时间出的一部se简直让我眼前一亮啊，5S的外观造型，却是6S的配置 好好挣钱，争取早日换机,FAVOR
464,IphoneSE,投资机构看好iPhone SE: 今年可卖1500万部。你觉得呢,FAVOR
465,IphoneSE,感觉iPhone SE很适合我，性能很好，又是我最爱的可以单手操作的小屏，而且从5s默默升级也不会引人注意 外观也经典～,FAVOR
466,IphoneSE,看了下，iPhone se确实挺不错啊，配置够高，大小合适，样子也还过得去，挺适合妹子用的,FAVOR
467,IphoneSE,法国网站NowhereElse又曝光了一张4英寸iPhoneSE的屏幕面板照片，通过与iPhone6s的面板照发现，该机缺少了3D Touch传感器，即意味着iPhoneSE不支持3D Touch功能,NONE
468,IphoneSE,受欢迎的程度，你都不知道多么饱满。,FAVOR
469,IphoneSE,居然还有人在怀疑iphone se的续航！这个小机器续航比5s绝对是天壤之别，比iphone 6s也要强不少，个人感觉综合使用续航是直逼plus的。安卓党们被折磨久了，就只会看参数了，殊不知你的3600mAh真的未必比得了人家1600mAh,FAVOR
470,IphoneSE,合租室友一起三个人，不是一个系统，不入一个门 wait for iPhoneSE,FAVOR
471,IphoneSE,说不如买6的人够了，本来就是卖给喜欢小屏的人的，比6高的配置凭什么比6便宜？别拿5c说事，上市季度，定位都不一样。,FAVOR
472,IphoneSE,用一些分析师的话来说，iPhone 应该是一个伟大的标志，它的出现应该是一场能令我们感觉到兴奋的 Show 。 iPhone SE 显然是将注意力放到了价格上面，它小小的体积携带着不可思议的力量是前所未有的，坦率的说，它值得拥有。,FAVOR
473,IphoneSE,深夜玩手机总是被砸我是不是比较适合小屏幕的手机好想要#iPhoneSE#,FAVOR
474,IphoneSE,摸了摸 iPhone SE ，单手体验确实爽！阅读这块，估计不适应。S7系列也体验了下，拍照确实牛逼。对于外形，被 S7 edge 深深被毒到了。,FAVOR
475,IphoneSE,iPhone SE的内存证实是2GB，此外该机还采用了4寸Retina屏，1136X640分辨率，搭载A9+M9处理器，120万+1200万摄像头组合，存储空间为16GB/64GB，搭载iOS9.3系统。,NONE
476,IphoneSE,苹果公司宣布将于美国当地时间3月21日发布新产品，包括4英寸小屏幕的新版苹果手机iPhone SE和9.7英寸新款iPad。iPhone SE手机外观和2013年推出的iPhone5s相像，但有更新配置，包括iPhone 6s具备的A9处理器 ，配备有1200万像素摄像头，支持TouchID、Apple Pay和VoLTE等。,NONE
477,IphoneSE,喜欢小屏幕的苹果，现在还是4s，好吧，其实还有是因为穷,FAVOR
478,IphoneSE,虽零件与旧机型相同但 iPhone SE 利润不高：尽管外界认为苹果最新发布的 iPhone SE 多数零部件来自旧款 iPhone，但有分析师认为，iPhone SE 的利润率和 iPhone 6s 一样相对较低。,NONE
479,IphoneSE,我觉得这是一款性价比比较高的手机，虽然说是用6S和5S回收再利用，，这也体现了苹果的节能环保，我个人认为适合我现在需要的小屏幕，并且配置还算可以，,FAVOR
480,IphoneSE,昨晚熬夜看了发布会，今天早起又看了看具体的配置。iPhone se 真的好尴尬，性能虽然和6s差不多，但是你1G运存，还能不能还好的做一个小屏旗舰呢。我感觉买se的完全就是情怀，现在我依然认为，iPhone 5s的工业设计与手感最棒没有之一！,AGAINST
481,IphoneSE,经过拆解后，ifixit现在强调，iPhone SE的很多内部零件确定可以跟iPhone 5S互换，这样的坏处是，让翻新机可以更加猖獗。    iPhone SE和iPhone 5S使用的是相同显示屏，两者可以互换，并且经过测试，互换后在尺寸和功能都不存在任何问题。而除了显示屏外，iPhone SE的扬声器、SIM卡槽和振动马达也可以,FAVOR
482,IphoneSE,如此暴力还有那么多傻子买，贾总赶紧消灭它,AGAINST
483,IphoneSE,在网上看了一下华为P9和OPPO R9的评价，觉得都两家都太没诚意了，不如推荐我妈买iPhoneSE,FAVOR
484,IphoneSE,想不通为毛那么多人花那么多钱买一部手机，对于一两年就想换一次新手机的普通百姓的我来说，苹果实在太不划算,AGAINST
485,IphoneSE,对于买大还是买小，就跟吃饭用大碗还是小碗一样，自己觉得够就行呗。,NONE
486,IphoneSE,咳咳~今天是~我~生~日生日和请客更配哦懂事的我，立马掏出iPhone SE、iPad Mini4、索尼MP3…,NONE
487,IphoneSE,那些觉得6比se牛逼的全是傻叉。适合单手使用的正常设计 se的缺点是发布的太晚了 显得苹果很滞后 我买了6 不用了 现在用5c的升级硬盘64gb版本。所以不太想换se了。,FAVOR
488,IphoneSE,跟5s一模一样 本来用的就是5s一直等着se准备入手结果和5s一模一样没有新鲜感。有待考虑！,AGAINST
489,IphoneSE,对于黄屏门，我建议买国行的机器，原因就是方便更换机器，港行虽然也保修，但apple 直营店换机需要提供小票，比较麻烦。如果想省钱的话，找家当地靠谱的店，买港版激活的机器，当场验货。,NONE
490,IphoneSE,我猜对了，小屏幕手机，，就压根不能做成  是6 6s  那种边框圆润造型，那就太丑了。。。。虽说没大变化。。。最起码保留了单手操作手机外观的美感[作揖]  支持,FAVOR
491,IphoneSE,4寸的尺寸符合“手机”的最初定义。 苹果的系统值得肯定，做工也行。硬件比5s有不少的提升，续航与拍摄提升很多，价位不是太高。,FAVOR
492,IphoneSE,手机屏幕尺寸的争论越来越大，以至于现在的5-5.2英寸屏都被称为“小屏”！iPhone SE让小屏手机再次成为热点,NONE
493,IphoneSE,Iphone SE 的手感实在是太好了,FAVOR
494,IphoneSE,iphone5se 5s的外形6s的配置 简直是在打击国产,FAVOR
495,IphoneSE,跟舍友的iPhoneSE对比了一下app启动速度各种性能什么的。。。表示完败。。。,FAVOR
496,IphoneSE,5S的外表，6S的内心，iPhoneSe却是在苹果家族转型升级中推出的非常低廉的休憩！,FAVOR
497,IphoneSE,经过一周的体验，iPhone SE真的已经不是这个时代的产物了，虽然很便携，很轻，，但是每当输入文字时各种键盘的误触，看视频、新闻必须眯眯眼看的时候、你就会发现，当你用过了大屏手机就真的再也回不去了,AGAINST
498,IphoneSE,一点都不比国产的手机贵。,FAVOR
499,IphoneSE,已入一周，哪哪都好，屏幕正好。,FAVOR
500,IphoneSE,苹果将在3月份将会推出4英寸iPhone5se，配置会低于6s以及6sp，而且并没有3DTouch功能 屏幕、摄像头、处理器、电池等等并没有再次升级看了苹果需要它与中低端的手机厂商竞争并抢占市场，看了又是场腥风血雨,AGAINST
501,IphoneSE,没有什么优点可言，就拿相机来说，后一千二百万，现在手机市场上都是最低配，前一百二像素怎么那得出手,AGAINST
502,IphoneSE,iPhone手机确实好用 不是用来装b的,FAVOR
503,IphoneSE,据《投资者商业日报》网站报道，苹果公司下周一料将发布新款4英寸iPhone手机，不过分析师却看淡这款设备的销量。,NONE
504,IphoneSE,并没有出现所谓的黄屏现象，感觉很顺手很熟悉，新手机应该会陪我度过一段不短的时间,FAVOR
505,IphoneSE,今晚iphone春季发布会，发布新机iphoneSE！大家拭目以待看看跟我手上用的是不是一摸一样 传闻电源开机键是在上面的不是侧面,NONE
506,IphoneSE,到底入手哪个呢，因为之前有使用iphone的经历，所以还是认为安卓手机比较好用，但是安卓没有小屏手机，对使用大屏手机还是不太适应，摩托罗拉X极的外形真心不错，但屏幕太大，影响了手感，相对说iphone se的手感肯定要好，但还是用着不太习惯，要是X极有mini版的就好了，也想使用下摩托罗拉的手机。,NONE
507,IphoneSE,港行 iPhone SE 价格也有了，16GB 3488 港币（约 2916 人民币），64GB 4288 港币（约 3585 人民币）。也就是说，可以用低于 3000 块的价格拿到 iPhone SE 了。,NONE
